belief,plausibility
0.0,1.0
0.1594541131835286,1.0
0.29969734666620695,1.0
0.4062343443077564,1.0
0.4957596401161885,1.0
0.5655836711194614,1.0
0.6244399427022355,1.0
0.6713154907196445,1.0
0.7094315276343465,1.0
0.7409070174231556,1.0
0.7672424576881344,1.0
0.7282981578782205,1.0
0.6974144668006081,1.0
0.7243638987133215,1.0
0.7424360284418707,1.0
0.7577478839200441,1.0
0.7694007235770067,1.0
0.7795909370798919,1.0
0.7936941479468217,1.0
0.8031611934284555,1.0
0.8114522298122469,1.0
0.8179415957536125,1.0
0.8246560296915697,1.0
0.8299626407994121,1.0
0.8347453667897193,1.0
0.8149421786387915,1.0
0.819046596261488,1.0
0.8236693032898347,1.0
0.8271358692166598,1.0
0.8303090009345805,1.0
0.8339992752894388,1.0
0.8367182472969822,1.0
0.8392253945336149,1.0
0.8415426893392741,1.0
0.8436892693281423,1.0
0.8463929226380745,1.0
0.8482678526651213,1.0
0.8500143116328767,1.0
0.8516440184500779,1.0
0.8531673615100354,1.0
0.855233484643455,1.0
0.8565841217873037,1.0
0.8578521016975147,1.0
0.8596185996336969,1.0
0.8607514575366441,1.0
0.8618190504595752,1.0
0.8633455939650782,1.0
0.8643058951697126,1.0
0.8652139345583515,1.0
